SpecimenID,Replicates,S,Structure,F,Filter,Rep_x,ParticleSize_nm,Penetration_pct,DeltaP_Pa,SpecBase,Rep_y
S3F3_R1,S3F31,3,Two-layer woven,3,Glass fiber,1,60,7.556631,332.36528719999995,S3F3,1
S3F3_R1,S3F31,3,Two-layer woven,3,Glass fiber,1,80,8.464932,332.36528719999995,S3F3,1
S3F3_R1,S3F31,3,Two-layer woven,3,Glass fiber,1,150,14.993703,332.36528719999995,S3F3,1
S3F3_R1,S3F31,3,Two-layer woven,3,Glass fiber,1,250,13.320218,332.36528719999995,S3F3,1
S3F3_R1,S3F31,3,Two-layer woven,3,Glass fiber,1,300,11.524843,332.36528719999995,S3F3,1
S3F3_R1,S3F31,3,Two-layer woven,3,Glass fiber,1,400,8.375376,332.36528719999995,S3F3,1
S3F3_R2,S3F32,3,Two-layer woven,3,Glass fiber,2,30,2.521874,330.03703691666664,S3F3,2
S3F3_R2,S3F32,3,Two-layer woven,3,Glass fiber,2,40,3.757828,330.03703691666664,S3F3,2
S3F3_R2,S3F32,3,Two-layer woven,3,Glass fiber,2,60,7.362209,330.03703691666664,S3F3,2
S3F3_R2,S3F32,3,Two-layer woven,3,Glass fiber,2,80,9.931675,330.03703691666664,S3F3,2
S3F3_R2,S3F32,3,Two-layer woven,3,Glass fiber,2,150,14.871873,330.03703691666664,S3F3,2
S3F3_R2,S3F32,3,Two-layer woven,3,Glass fiber,2,250,12.924927,330.03703691666664,S3F3,2
S3F3_R2,S3F32,3,Two-layer woven,3,Glass fiber,2,300,11.340922,330.03703691666664,S3F3,2
S3F3_R2,S3F32,3,Two-layer woven,3,Glass fiber,2,400,8.793024,330.03703691666664,S3F3,2
S3F3_R3,S3F33,3,Two-layer woven,3,Glass fiber,3,30,3.306497,327.3282201833333,S3F3,3
S3F3_R3,S3F33,3,Two-layer woven,3,Glass fiber,3,40,4.136186,327.3282201833333,S3F3,3
S3F3_R3,S3F33,3,Two-layer woven,3,Glass fiber,3,60,6.964191,327.3282201833333,S3F3,3
S3F3_R3,S3F33,3,Two-layer woven,3,Glass fiber,3,80,9.020726,327.3282201833333,S3F3,3
S3F3_R3,S3F33,3,Two-layer woven,3,Glass fiber,3,150,12.82042,327.3282201833333,S3F3,3
S3F3_R3,S3F33,3,Two-layer woven,3,Glass fiber,3,250,12.16811,327.3282201833333,S3F3,3
S3F3_R3,S3F33,3,Two-layer woven,3,Glass fiber,3,300,10.979981,327.3282201833333,S3F3,3
S3F3_R3,S3F33,3,Two-layer woven,3,Glass fiber,3,400,8.810897,327.3282201833333,S3F3,3
S3F3_R4,S3F34,3,Two-layer woven,3,Glass fiber,4,30,3.805148,311.61043551666666,S3F3,4
S3F3_R4,S3F34,3,Two-layer woven,3,Glass fiber,4,40,4.694625,311.61043551666666,S3F3,4
S3F3_R4,S3F34,3,Two-layer woven,3,Glass fiber,4,60,7.368976,311.61043551666666,S3F3,4
S3F3_R4,S3F34,3,Two-layer woven,3,Glass fiber,4,80,9.177152,311.61043551666666,S3F3,4
S3F3_R4,S3F34,3,Two-layer woven,3,Glass fiber,4,150,12.908544,311.61043551666666,S3F3,4
S3F3_R4,S3F34,3,Two-layer woven,3,Glass fiber,4,250,11.603793,311.61043551666666,S3F3,4
S3F3_R4,S3F34,3,Two-layer woven,3,Glass fiber,4,300,10.472517,311.61043551666666,S3F3,4
S3F3_R4,S3F34,3,Two-layer woven,3,Glass fiber,4,400,8.405621,311.61043551666666,S3F3,4
S3F3_R5,S3F35,3,Two-layer woven,3,Glass fiber,5,30,1.132631,357.54373269999996,S3F3,5
S3F3_R5,S3F35,3,Two-layer woven,3,Glass fiber,5,40,2.268869,357.54373269999996,S3F3,5
S3F3_R5,S3F35,3,Two-layer woven,3,Glass fiber,5,60,5.187806,357.54373269999996,S3F3,5
S3F3_R5,S3F35,3,Two-layer woven,3,Glass fiber,5,80,7.024901,357.54373269999996,S3F3,5
S3F3_R5,S3F35,3,Two-layer woven,3,Glass fiber,5,150,10.35825,357.54373269999996,S3F3,5
S3F3_R5,S3F35,3,Two-layer woven,3,Glass fiber,5,250,9.143659,357.54373269999996,S3F3,5
S3F3_R5,S3F35,3,Two-layer woven,3,Glass fiber,5,300,8.016418,357.54373269999996,S3F3,5
S3F3_R5,S3F35,3,Two-layer woven,3,Glass fiber,5,400,5.819937,357.54373269999996,S3F3,5
S4F1_R1,S4F11,4,Two-layer spunbond,1,Activated carbon,1,30,33.449507,27.29340223333334,S4F1,1
S4F1_R1,S4F11,4,Two-layer spunbond,1,Activated carbon,1,40,41.916958,27.29340223333334,S4F1,1
S4F1_R1,S4F11,4,Two-layer spunbond,1,Activated carbon,1,60,58.060481,27.29340223333334,S4F1,1
S4F1_R1,S4F11,4,Two-layer spunbond,1,Activated carbon,1,80,67.482633,27.29340223333334,S4F1,1
S4F1_R1,S4F11,4,Two-layer spunbond,1,Activated carbon,1,150,77.518253,27.29340223333334,S4F1,1
S4F1_R1,S4F11,4,Two-layer spunbond,1,Activated carbon,1,250,89.508914,27.29340223333334,S4F1,1
S4F1_R1,S4F11,4,Two-layer spunbond,1,Activated carbon,1,300,87.793103,27.29340223333334,S4F1,1
S4F1_R1,S4F11,4,Two-layer spunbond,1,Activated carbon,1,400,86.511159,27.29340223333334,S4F1,1
S4F1_R2,S4F12,4,Two-layer spunbond,1,Activated carbon,2,30,31.607745,24.72979355,S4F1,2
S4F1_R2,S4F12,4,Two-layer spunbond,1,Activated carbon,2,40,39.56112,24.72979355,S4F1,2
S4F1_R2,S4F12,4,Two-layer spunbond,1,Activated carbon,2,60,54.373654,24.72979355,S4F1,2
S4F1_R2,S4F12,4,Two-layer spunbond,1,Activated carbon,2,80,62.682019,24.72979355,S4F1,2
S4F1_R2,S4F12,4,Two-layer spunbond,1,Activated carbon,2,150,77.106745,24.72979355,S4F1,2
S4F1_R2,S4F12,4,Two-layer spunbond,1,Activated carbon,2,250,88.682566,24.72979355,S4F1,2
S4F1_R2,S4F12,4,Two-layer spunbond,1,Activated carbon,2,300,81.874659,24.72979355,S4F1,2
S4F1_R2,S4F12,4,Two-layer spunbond,1,Activated carbon,2,400,84.928141,24.72979355,S4F1,2
S4F1_R3,S4F13,4,Two-layer spunbond,1,Activated carbon,3,30,34.180369,22.165367649999997,S4F1,3
S4F1_R3,S4F13,4,Two-layer spunbond,1,Activated carbon,3,40,41.610187,22.165367649999997,S4F1,3
S4F1_R3,S4F13,4,Two-layer spunbond,1,Activated carbon,3,60,56.524757,22.165367649999997,S4F1,3
S4F1_R3,S4F13,4,Two-layer spunbond,1,Activated carbon,3,80,62.719437,22.165367649999997,S4F1,3
S4F1_R3,S4F13,4,Two-layer spunbond,1,Activated carbon,3,150,75.572635,22.165367649999997,S4F1,3
S4F1_R3,S4F13,4,Two-layer spunbond,1,Activated carbon,3,250,86.340694,22.165367649999997,S4F1,3
S4F1_R3,S4F13,4,Two-layer spunbond,1,Activated carbon,3,300,79.798408,22.165367649999997,S4F1,3
S4F1_R3,S4F13,4,Two-layer spunbond,1,Activated carbon,3,400,86.831042,22.165367649999997,S4F1,3
S4F1_R4,S4F14,4,Two-layer spunbond,1,Activated carbon,4,30,32.842515,21.875255733333333,S4F1,4
S4F1_R4,S4F14,4,Two-layer spunbond,1,Activated carbon,4,40,40.609456,21.875255733333333,S4F1,4
S4F1_R4,S4F14,4,Two-layer spunbond,1,Activated carbon,4,60,53.271697,21.875255733333333,S4F1,4
S4F1_R4,S4F14,4,Two-layer spunbond,1,Activated carbon,4,80,65.396037,21.875255733333333,S4F1,4
S4F1_R4,S4F14,4,Two-layer spunbond,1,Activated carbon,4,150,73.036275,21.875255733333333,S4F1,4
S4F1_R4,S4F14,4,Two-layer spunbond,1,Activated carbon,4,250,85.10625,21.875255733333333,S4F1,4
S4F1_R4,S4F14,4,Two-layer spunbond,1,Activated carbon,4,300,87.530259,21.875255733333333,S4F1,4
S4F1_R4,S4F14,4,Two-layer spunbond,1,Activated carbon,4,400,85.671075,21.875255733333333,S4F1,4
S4F1_R5,S4F15,4,Two-layer spunbond,1,Activated carbon,5,30,31.482297,21.898955016666665,S4F1,5
S4F1_R5,S4F15,4,Two-layer spunbond,1,Activated carbon,5,40,40.206449,21.898955016666665,S4F1,5
S4F1_R5,S4F15,4,Two-layer spunbond,1,Activated carbon,5,60,55.413516,21.898955016666665,S4F1,5
S4F1_R5,S4F15,4,Two-layer spunbond,1,Activated carbon,5,80,63.055757,21.898955016666665,S4F1,5
S4F1_R5,S4F15,4,Two-layer spunbond,1,Activated carbon,5,150,77.280534,21.898955016666665,S4F1,5
S4F1_R5,S4F15,4,Two-layer spunbond,1,Activated carbon,5,250,80.176024,21.898955016666665,S4F1,5
S4F1_R5,S4F15,4,Two-layer spunbond,1,Activated carbon,5,300,96.846906,21.898955016666665,S4F1,5
S4F1_R5,S4F15,4,Two-layer spunbond,1,Activated carbon,5,400,86.903525,21.898955016666665,S4F1,5
S4F2_R1,S4F21,4,Two-layer spunbond,2,Meltblown,1,30,6.983660999999998,86.03493623333333,S4F2,1
S4F2_R1,S4F21,4,Two-layer spunbond,2,Meltblown,1,40,8.997191999999998,86.03493623333333,S4F2,1
S4F2_R1,S4F21,4,Two-layer spunbond,2,Meltblown,1,60,9.722301000000002,86.03493623333333,S4F2,1
S4F2_R1,S4F21,4,Two-layer spunbond,2,Meltblown,1,80,8.711847000000006,86.03493623333333,S4F2,1
S4F2_R1,S4F21,4,Two-layer spunbond,2,Meltblown,1,150,6.533032000000006,86.03493623333333,S4F2,1
S4F2_R1,S4F21,4,Two-layer spunbond,2,Meltblown,1,250,5.977324999999993,86.03493623333333,S4F2,1
S4F2_R1,S4F21,4,Two-layer spunbond,2,Meltblown,1,300,6.114399000000006,86.03493623333333,S4F2,1
S4F2_R1,S4F21,4,Two-layer spunbond,2,Meltblown,1,400,6.934876000000003,86.03493623333333,S4F2,1
S4F2_R2,S4F22,4,Two-layer spunbond,2,Meltblown,2,30,8.692504,73.20218291666664,S4F2,2
S4F2_R2,S4F22,4,Two-layer spunbond,2,Meltblown,2,40,10.59092699999999,73.20218291666664,S4F2,2
S4F2_R2,S4F22,4,Two-layer spunbond,2,Meltblown,2,60,10.923389,73.20218291666664,S4F2,2
S4F2_R2,S4F22,4,Two-layer spunbond,2,Meltblown,2,80,9.989751999999996,73.20218291666664,S4F2,2
S4F2_R2,S4F22,4,Two-layer spunbond,2,Meltblown,2,150,7.686498999999998,73.20218291666664,S4F2,2
S4F2_R2,S4F22,4,Two-layer spunbond,2,Meltblown,2,250,7.184894,73.20218291666664,S4F2,2
S4F2_R2,S4F22,4,Two-layer spunbond,2,Meltblown,2,300,7.241784999999993,73.20218291666664,S4F2,2
S4F2_R2,S4F22,4,Two-layer spunbond,2,Meltblown,2,400,8.046041000000002,73.20218291666664,S4F2,2
S4F2_R3,S4F23,4,Two-layer spunbond,2,Meltblown,3,30,7.387432000000004,78.81482698333332,S4F2,3
S4F2_R3,S4F23,4,Two-layer spunbond,2,Meltblown,3,40,9.530922000000004,78.81482698333332,S4F2,3
S4F2_R3,S4F23,4,Two-layer spunbond,2,Meltblown,3,60,10.32910699999999,78.81482698333332,S4F2,3
S4F2_R3,S4F23,4,Two-layer spunbond,2,Meltblown,3,80,9.445721000000006,78.81482698333332,S4F2,3
S4F2_R3,S4F23,4,Two-layer spunbond,2,Meltblown,3,150,7.007424,78.81482698333332,S4F2,3
S4F2_R3,S4F23,4,Two-layer spunbond,2,Meltblown,3,250,6.230866000000006,78.81482698333332,S4F2,3
S4F2_R3,S4F23,4,Two-layer spunbond,2,Meltblown,3,300,6.362966999999998,78.81482698333332,S4F2,3
S4F2_R3,S4F23,4,Two-layer spunbond,2,Meltblown,3,400,7.149365000000003,78.81482698333332,S4F2,3
S4F2_R4,S4F24,4,Two-layer spunbond,2,Meltblown,4,30,8.484009,75.03846876666667,S4F2,4
S4F2_R4,S4F24,4,Two-layer spunbond,2,Meltblown,4,40,10.420395,75.03846876666667,S4F2,4
S4F2_R4,S4F24,4,Two-layer spunbond,2,Meltblown,4,60,10.77861300000001,75.03846876666667,S4F2,4
S4F2_R4,S4F24,4,Two-layer spunbond,2,Meltblown,4,80,9.797037000000005,75.03846876666667,S4F2,4
S4F2_R4,S4F24,4,Two-layer spunbond,2,Meltblown,4,150,7.433259000000007,75.03846876666667,S4F2,4
S4F2_R4,S4F24,4,Two-layer spunbond,2,Meltblown,4,250,7.005295000000004,75.03846876666667,S4F2,4
S4F2_R4,S4F24,4,Two-layer spunbond,2,Meltblown,4,300,7.123475999999997,75.03846876666667,S4F2,4
S4F2_R4,S4F24,4,Two-layer spunbond,2,Meltblown,4,400,7.928214999999994,75.03846876666667,S4F2,4
S4F2_R5,S4F25,4,Two-layer spunbond,2,Meltblown,5,30,8.530293,79.41302958333333,S4F2,5
S4F2_R5,S4F25,4,Two-layer spunbond,2,Meltblown,5,40,10.504294,79.41302958333333,S4F2,5
S4F2_R5,S4F25,4,Two-layer spunbond,2,Meltblown,5,60,10.911748,79.41302958333333,S4F2,5
S4F2_R5,S4F25,4,Two-layer spunbond,2,Meltblown,5,80,10.01167599999999,79.41302958333333,S4F2,5
S4F2_R5,S4F25,4,Two-layer spunbond,2,Meltblown,5,150,7.769777000000005,79.41302958333333,S4F2,5
S4F2_R5,S4F25,4,Two-layer spunbond,2,Meltblown,5,250,7.119336000000004,79.41302958333333,S4F2,5
S4F2_R5,S4F25,4,Two-layer spunbond,2,Meltblown,5,300,7.234375999999997,79.41302958333333,S4F2,5
S4F2_R5,S4F25,4,Two-layer spunbond,2,Meltblown,5,400,8.067971999999997,79.41302958333333,S4F2,5
S4F3_R1,S4F31,4,Two-layer spunbond,3,Glass fiber,1,30,2.302123,147.87617305,S4F3,1
S4F3_R1,S4F31,4,Two-layer spunbond,3,Glass fiber,1,40,4.650633,147.87617305,S4F3,1
S4F3_R1,S4F31,4,Two-layer spunbond,3,Glass fiber,1,60,11.103584,147.87617305,S4F3,1
S4F3_R1,S4F31,4,Two-layer spunbond,3,Glass fiber,1,80,15.221874,147.87617305,S4F3,1
S4F3_R1,S4F31,4,Two-layer spunbond,3,Glass fiber,1,150,21.135155,147.87617305,S4F3,1
S4F3_R1,S4F31,4,Two-layer spunbond,3,Glass fiber,1,250,16.611146,147.87617305,S4F3,1
S4F3_R1,S4F31,4,Two-layer spunbond,3,Glass fiber,1,300,14.256469,147.87617305,S4F3,1
S4F3_R1,S4F31,4,Two-layer spunbond,3,Glass fiber,1,400,10.374786,147.87617305,S4F3,1
S4F3_R2,S4F32,4,Two-layer spunbond,3,Glass fiber,2,30,2.748161,159.4013797,S4F3,2
S4F3_R2,S4F32,4,Two-layer spunbond,3,Glass fiber,2,40,5.219318,159.4013797,S4F3,2
S4F3_R2,S4F32,4,Two-layer spunbond,3,Glass fiber,2,60,11.993322,159.4013797,S4F3,2
S4F3_R2,S4F32,4,Two-layer spunbond,3,Glass fiber,2,80,16.210623,159.4013797,S4F3,2
S4F3_R2,S4F32,4,Two-layer spunbond,3,Glass fiber,2,150,21.190392,159.4013797,S4F3,2
S4F3_R2,S4F32,4,Two-layer spunbond,3,Glass fiber,2,250,17.167662,159.4013797,S4F3,2
S4F3_R2,S4F32,4,Two-layer spunbond,3,Glass fiber,2,300,14.799996,159.4013797,S4F3,2
S4F3_R2,S4F32,4,Two-layer spunbond,3,Glass fiber,2,400,11.061909,159.4013797,S4F3,2
S4F3_R3,S4F33,4,Two-layer spunbond,3,Glass fiber,3,30,2.15578,153.54602228333334,S4F3,3
S4F3_R3,S4F33,4,Two-layer spunbond,3,Glass fiber,3,40,4.353518,153.54602228333334,S4F3,3
S4F3_R3,S4F33,4,Two-layer spunbond,3,Glass fiber,3,60,9.71423,153.54602228333334,S4F3,3
S4F3_R3,S4F33,4,Two-layer spunbond,3,Glass fiber,3,80,14.691065,153.54602228333334,S4F3,3
S4F3_R3,S4F33,4,Two-layer spunbond,3,Glass fiber,3,150,19.493444,153.54602228333334,S4F3,3
S4F3_R3,S4F33,4,Two-layer spunbond,3,Glass fiber,3,250,15.63755,153.54602228333334,S4F3,3
S4F3_R3,S4F33,4,Two-layer spunbond,3,Glass fiber,3,300,13.334211,153.54602228333334,S4F3,3
S4F3_R3,S4F33,4,Two-layer spunbond,3,Glass fiber,3,400,9.485702,153.54602228333334,S4F3,3
S4F3_R4,S4F34,4,Two-layer spunbond,3,Glass fiber,4,30,2.003166,157.1556683,S4F3,4
S4F3_R4,S4F34,4,Two-layer spunbond,3,Glass fiber,4,40,4.243951,157.1556683,S4F3,4
S4F3_R4,S4F34,4,Two-layer spunbond,3,Glass fiber,4,60,9.890443,157.1556683,S4F3,4
S4F3_R4,S4F34,4,Two-layer spunbond,3,Glass fiber,4,80,14.586996,157.1556683,S4F3,4
S4F3_R4,S4F34,4,Two-layer spunbond,3,Glass fiber,4,150,18.925813,157.1556683,S4F3,4
S4F3_R4,S4F34,4,Two-layer spunbond,3,Glass fiber,4,250,15.193612,157.1556683,S4F3,4
S4F3_R4,S4F34,4,Two-layer spunbond,3,Glass fiber,4,300,12.9383,157.1556683,S4F3,4
S4F3_R4,S4F34,4,Two-layer spunbond,3,Glass fiber,4,400,9.121297,157.1556683,S4F3,4
S4F3_R5,S4F35,4,Two-layer spunbond,3,Glass fiber,5,30,2.132606,153.32455656666664,S4F3,5
S4F3_R5,S4F35,4,Two-layer spunbond,3,Glass fiber,5,40,4.238568,153.32455656666664,S4F3,5
S4F3_R5,S4F35,4,Two-layer spunbond,3,Glass fiber,5,60,9.616444,153.32455656666664,S4F3,5
S4F3_R5,S4F35,4,Two-layer spunbond,3,Glass fiber,5,80,13.804797,153.32455656666664,S4F3,5
S4F3_R5,S4F35,4,Two-layer spunbond,3,Glass fiber,5,150,19.081611,153.32455656666664,S4F3,5
S4F3_R5,S4F35,4,Two-layer spunbond,3,Glass fiber,5,250,15.321422,153.32455656666664,S4F3,5
S4F3_R5,S4F35,4,Two-layer spunbond,3,Glass fiber,5,300,13.067687,153.32455656666664,S4F3,5
S4F3_R5,S4F35,4,Two-layer spunbond,3,Glass fiber,5,400,9.410329,153.32455656666664,S4F3,5
